schema_version,run_id,ts_start,ts_end,block,scenario,mode,rep,is_warmup,side_experiment,harness_git_sha,harness_git_dirty,llamacpp_tag,llamacpp_sha,model_name,model_sha256,doc_label,doc_tokens,question_id,full_prompt_tokens,new_input_tokens,ctx_size,n_slots,ngl,cache_type_k,cache_type_v,flash_attn,swa_full,cache_reuse_n,cache_ram_mib,seed,temperature,top_k,n_predict,client_ttft_s,client_total_s,server_prompt_n,server_prompt_ms,server_predicted_n,server_predicted_ms,server_prompt_tok_s,server_predicted_tok_s,tokens_cached,tokens_evaluated,server_timings_json,reuse_assert,reuse_bool,probe_result,probe_baseline_sha,probe_restored_sha,save_point,page_cache_state,save_file,save_bytes,save_ms,n_saved,restore_ms,restore_bytes,n_restored,save_build_tag,restore_build_tag,save_flags_json,outcome,kv_total_mib,kv_k_type,kv_v_type,compute_buffer_mtl_mib,model_buffer_mtl_mib,projected_device_mib,rss_peak_mb,rss_mean_mb,rss_n,free_disk_gb_start,gen_content_sha256,gen_tokens_sha256,server_log,verbosity,resume_total_ms
1.1,20260705T170951_A2_64k,2026-07-05T17:18:20,2026-07-05T17:34:03,A2,supervised_interleaved,cold,1,0,0,ce3bb065d52080cc7bf099457bc8a733ef7f475d,1,b9871,ef2d770117db45b05aa7ecd1b0acca36370c5470,Llama-3.1-8B-Instruct-Q4_K_M,7b064f5842bf9532c91456deda288a1b672397a54fa729aa665952863033557c,64k,65536,q1,65563,27,66560,1,99,f16,f16,on,0,,0,42,0,1,64,460.9731,466.1952,65564,460939.264,64,5216.431,142.23999802281978,12.268924864529025,65627,65564,"{""cache_n"":0,""prompt_n"":65564,""prompt_ms"":460939.264,""prompt_per_token_ms"":7.030371301323898,""prompt_per_second"":142.23999802281978,""predicted_n"":64,""predicted_ms"":5216.431,""predicted_per_token_ms"":81.506734375,""predicted_per_second"":12.268924864529025}",,,,,,doc_prefill,n/a,supervised_64k.bin,8591115052,,,,,,b9871,b9871,,,,,,,,,,,,203.8,8d9be5e420023b89f8abcab4bb29c1e8ecc98ca8a5c033babb983323837b9f3d,d498036c6ce7fadfc617f89e8f8bcc782f1e0e6142db708c2f24042f7a4329df,results/raw/20260705T170951_A2_64k.log,default; ambient=n/a,
1.1,20260705T170951_A2_64k,2026-07-05T17:18:20,2026-07-05T17:34:11,A2,supervised_interleaved,disk_restore,1,0,0,ce3bb065d52080cc7bf099457bc8a733ef7f475d,1,b9871,ef2d770117db45b05aa7ecd1b0acca36370c5470,Llama-3.1-8B-Instruct-Q4_K_M,7b064f5842bf9532c91456deda288a1b672397a54fa729aa665952863033557c,64k,65536,q1,65563,27,66560,1,99,f16,f16,on,0,,0,42,0,1,64,0.4235,5.657,28,387.741,64,5228.267,72.21315259412856,12.24114988771614,65627,65564,"{""cache_n"":65536,""prompt_n"":28,""prompt_ms"":387.741,""prompt_per_token_ms"":13.847892857142856,""prompt_per_second"":72.21315259412856,""predicted_n"":64,""predicted_ms"":5228.267,""predicted_per_token_ms"":81.691671875,""predicted_per_second"":12.24114988771614}",PASS,True,PASS,d498036c6ce7fadfc617f89e8f8bcc782f1e0e6142db708c2f24042f7a4329df,d498036c6ce7fadfc617f89e8f8bcc782f1e0e6142db708c2f24042f7a4329df,doc_prefill,warm_read,supervised_64k.bin,8591115052,,,1863.717,8591115052,65537,b9871,b9871,,WORKS,,,,,,,,,,203.8,8d9be5e420023b89f8abcab4bb29c1e8ecc98ca8a5c033babb983323837b9f3d,d498036c6ce7fadfc617f89e8f8bcc782f1e0e6142db708c2f24042f7a4329df,results/raw/20260705T170951_A2_64k.log,default; ambient=n/a,2287.2
1.1,20260705T170951_A2_64k,2026-07-05T17:18:20,2026-07-05T17:41:38,A2,supervised_interleaved,cold,2,0,0,ce3bb065d52080cc7bf099457bc8a733ef7f475d,1,b9871,ef2d770117db45b05aa7ecd1b0acca36370c5470,Llama-3.1-8B-Instruct-Q4_K_M,7b064f5842bf9532c91456deda288a1b672397a54fa729aa665952863033557c,64k,65536,q1,65563,27,66560,1,99,f16,f16,on,0,,0,42,0,1,64,441.5815,446.9567,65564,441544.607,64,5370.416,148.48782877332255,11.917140124712871,65627,65564,"{""cache_n"":0,""prompt_n"":65564,""prompt_ms"":441544.607,""prompt_per_token_ms"":6.734558705997194,""prompt_per_second"":148.48782877332255,""predicted_n"":64,""predicted_ms"":5370.416,""predicted_per_token_ms"":83.91275,""predicted_per_second"":11.917140124712871}",,,,,,doc_prefill,n/a,supervised_64k.bin,8591115052,,,,,,b9871,b9871,,,,,,,,,,,,203.8,8d9be5e420023b89f8abcab4bb29c1e8ecc98ca8a5c033babb983323837b9f3d,d498036c6ce7fadfc617f89e8f8bcc782f1e0e6142db708c2f24042f7a4329df,results/raw/20260705T170951_A2_64k.log,default; ambient=n/a,
1.1,20260705T170951_A2_64k,2026-07-05T17:18:20,2026-07-05T17:41:45,A2,supervised_interleaved,disk_restore,2,0,0,ce3bb065d52080cc7bf099457bc8a733ef7f475d,1,b9871,ef2d770117db45b05aa7ecd1b0acca36370c5470,Llama-3.1-8B-Instruct-Q4_K_M,7b064f5842bf9532c91456deda288a1b672397a54fa729aa665952863033557c,64k,65536,q1,65563,27,66560,1,99,f16,f16,on,0,,0,42,0,1,64,0.4035,5.8049,28,372.023,64,5396.546,75.26416377482037,11.859437499467251,65627,65564,"{""cache_n"":65536,""prompt_n"":28,""prompt_ms"":372.023,""prompt_per_token_ms"":13.286535714285716,""prompt_per_second"":75.26416377482037,""predicted_n"":64,""predicted_ms"":5396.546,""predicted_per_token_ms"":84.32103125,""predicted_per_second"":11.859437499467251}",PASS,True,PASS,d498036c6ce7fadfc617f89e8f8bcc782f1e0e6142db708c2f24042f7a4329df,d498036c6ce7fadfc617f89e8f8bcc782f1e0e6142db708c2f24042f7a4329df,doc_prefill,warm_read,supervised_64k.bin,8591115052,,,1793.305,8591115052,65537,b9871,b9871,,WORKS,,,,,,,,,,203.8,8d9be5e420023b89f8abcab4bb29c1e8ecc98ca8a5c033babb983323837b9f3d,d498036c6ce7fadfc617f89e8f8bcc782f1e0e6142db708c2f24042f7a4329df,results/raw/20260705T170951_A2_64k.log,default; ambient=n/a,2196.8
1.1,20260705T170951_A2_64k,2026-07-05T17:18:20,2026-07-05T17:49:09,A2,supervised_interleaved,cold,3,0,0,ce3bb065d52080cc7bf099457bc8a733ef7f475d,1,b9871,ef2d770117db45b05aa7ecd1b0acca36370c5470,Llama-3.1-8B-Instruct-Q4_K_M,7b064f5842bf9532c91456deda288a1b672397a54fa729aa665952863033557c,64k,65536,q1,65563,27,66560,1,99,f16,f16,on,0,,0,42,0,1,64,438.6544,443.9821,65564,438618.688,64,5322.701,149.47835510373875,12.023970536763196,65627,65564,"{""cache_n"":0,""prompt_n"":65564,""prompt_ms"":438618.688,""prompt_per_token_ms"":6.689931791836984,""prompt_per_second"":149.47835510373875,""predicted_n"":64,""predicted_ms"":5322.701,""predicted_per_token_ms"":83.167203125,""predicted_per_second"":12.023970536763196}",,,,,,doc_prefill,n/a,supervised_64k.bin,8591115052,,,,,,b9871,b9871,,,,,,,,,,,,203.8,8d9be5e420023b89f8abcab4bb29c1e8ecc98ca8a5c033babb983323837b9f3d,d498036c6ce7fadfc617f89e8f8bcc782f1e0e6142db708c2f24042f7a4329df,results/raw/20260705T170951_A2_64k.log,default; ambient=n/a,
1.1,20260705T170951_A2_64k,2026-07-05T17:18:20,2026-07-05T17:49:17,A2,supervised_interleaved,disk_restore,3,0,0,ce3bb065d52080cc7bf099457bc8a733ef7f475d,1,b9871,ef2d770117db45b05aa7ecd1b0acca36370c5470,Llama-3.1-8B-Instruct-Q4_K_M,7b064f5842bf9532c91456deda288a1b672397a54fa729aa665952863033557c,64k,65536,q1,65563,27,66560,1,99,f16,f16,on,0,,0,42,0,1,64,0.4091,5.7324,28,378.344,64,5318.782,74.00672403949845,12.032830072749737,65627,65564,"{""cache_n"":65536,""prompt_n"":28,""prompt_ms"":378.344,""prompt_per_token_ms"":13.512285714285714,""prompt_per_second"":74.00672403949845,""predicted_n"":64,""predicted_ms"":5318.782,""predicted_per_token_ms"":83.10596875,""predicted_per_second"":12.032830072749737}",PASS,True,PASS,d498036c6ce7fadfc617f89e8f8bcc782f1e0e6142db708c2f24042f7a4329df,d498036c6ce7fadfc617f89e8f8bcc782f1e0e6142db708c2f24042f7a4329df,doc_prefill,warm_read,supervised_64k.bin,8591115052,,,1777.158,8591115052,65537,b9871,b9871,,WORKS,,,,,,,,,,203.8,8d9be5e420023b89f8abcab4bb29c1e8ecc98ca8a5c033babb983323837b9f3d,d498036c6ce7fadfc617f89e8f8bcc782f1e0e6142db708c2f24042f7a4329df,results/raw/20260705T170951_A2_64k.log,default; ambient=n/a,2186.3
1.1,20260705T170951_A2_64k,2026-07-05T17:18:20,2026-07-05T17:56:50,A2,supervised_interleaved,cold,4,0,0,ce3bb065d52080cc7bf099457bc8a733ef7f475d,1,b9871,ef2d770117db45b05aa7ecd1b0acca36370c5470,Llama-3.1-8B-Instruct-Q4_K_M,7b064f5842bf9532c91456deda288a1b672397a54fa729aa665952863033557c,64k,65536,q1,65563,27,66560,1,99,f16,f16,on,0,,0,42,0,1,64,447.3715,452.7941,65564,447337.321,64,5417.67,146.565012401458,11.813196447919493,65627,65564,"{""cache_n"":0,""prompt_n"":65564,""prompt_ms"":447337.321,""prompt_per_token_ms"":6.822910758953084,""prompt_per_second"":146.565012401458,""predicted_n"":64,""predicted_ms"":5417.67,""predicted_per_token_ms"":84.65109375,""predicted_per_second"":11.813196447919493}",,,,,,doc_prefill,n/a,supervised_64k.bin,8591115052,,,,,,b9871,b9871,,,,,,,,,,,,203.8,8d9be5e420023b89f8abcab4bb29c1e8ecc98ca8a5c033babb983323837b9f3d,d498036c6ce7fadfc617f89e8f8bcc782f1e0e6142db708c2f24042f7a4329df,results/raw/20260705T170951_A2_64k.log,default; ambient=n/a,
1.1,20260705T170951_A2_64k,2026-07-05T17:18:20,2026-07-05T17:56:57,A2,supervised_interleaved,disk_restore,4,0,0,ce3bb065d52080cc7bf099457bc8a733ef7f475d,1,b9871,ef2d770117db45b05aa7ecd1b0acca36370c5470,Llama-3.1-8B-Instruct-Q4_K_M,7b064f5842bf9532c91456deda288a1b672397a54fa729aa665952863033557c,64k,65536,q1,65563,27,66560,1,99,f16,f16,on,0,,0,42,0,1,64,0.4291,5.8755,28,389.0,64,5441.543,71.97943444730078,11.761369890856326,65627,65564,"{""cache_n"":65536,""prompt_n"":28,""prompt_ms"":389.0,""prompt_per_token_ms"":13.892857142857142,""prompt_per_second"":71.97943444730078,""predicted_n"":64,""predicted_ms"":5441.543,""predicted_per_token_ms"":85.024109375,""predicted_per_second"":11.761369890856326}",PASS,True,PASS,d498036c6ce7fadfc617f89e8f8bcc782f1e0e6142db708c2f24042f7a4329df,d498036c6ce7fadfc617f89e8f8bcc782f1e0e6142db708c2f24042f7a4329df,doc_prefill,warm_read,supervised_64k.bin,8591115052,,,1804.875,8591115052,65537,b9871,b9871,,WORKS,,,,,,,,,,203.8,8d9be5e420023b89f8abcab4bb29c1e8ecc98ca8a5c033babb983323837b9f3d,d498036c6ce7fadfc617f89e8f8bcc782f1e0e6142db708c2f24042f7a4329df,results/raw/20260705T170951_A2_64k.log,default; ambient=n/a,2234.0
1.1,20260705T170951_A2_64k,2026-07-05T17:18:20,2026-07-05T18:04:22,A2,supervised_interleaved,cold,5,0,0,ce3bb065d52080cc7bf099457bc8a733ef7f475d,1,b9871,ef2d770117db45b05aa7ecd1b0acca36370c5470,Llama-3.1-8B-Instruct-Q4_K_M,7b064f5842bf9532c91456deda288a1b672397a54fa729aa665952863033557c,64k,65536,q1,65563,27,66560,1,99,f16,f16,on,0,,0,42,0,1,64,439.3043,444.7988,65564,439277.906,64,5489.083,149.25403509822777,11.65950669720243,65627,65564,"{""cache_n"":0,""prompt_n"":65564,""prompt_ms"":439277.906,""prompt_per_token_ms"":6.699986364468306,""prompt_per_second"":149.25403509822777,""predicted_n"":64,""predicted_ms"":5489.083,""predicted_per_token_ms"":85.766921875,""predicted_per_second"":11.65950669720243}",,,,,,doc_prefill,n/a,supervised_64k.bin,8591115052,,,,,,b9871,b9871,,,,,,,,,,,,203.8,8d9be5e420023b89f8abcab4bb29c1e8ecc98ca8a5c033babb983323837b9f3d,d498036c6ce7fadfc617f89e8f8bcc782f1e0e6142db708c2f24042f7a4329df,results/raw/20260705T170951_A2_64k.log,default; ambient=n/a,
1.1,20260705T170951_A2_64k,2026-07-05T17:18:20,2026-07-05T18:04:30,A2,supervised_interleaved,disk_restore,5,0,0,ce3bb065d52080cc7bf099457bc8a733ef7f475d,1,b9871,ef2d770117db45b05aa7ecd1b0acca36370c5470,Llama-3.1-8B-Instruct-Q4_K_M,7b064f5842bf9532c91456deda288a1b672397a54fa729aa665952863033557c,64k,65536,q1,65563,27,66560,1,99,f16,f16,on,0,,0,42,0,1,64,0.414,5.8844,28,381.995,64,5465.608,73.29938873545464,11.709584734214381,65627,65564,"{""cache_n"":65536,""prompt_n"":28,""prompt_ms"":381.995,""prompt_per_token_ms"":13.642678571428572,""prompt_per_second"":73.29938873545464,""predicted_n"":64,""predicted_ms"":5465.608,""predicted_per_token_ms"":85.400125,""predicted_per_second"":11.709584734214381}",PASS,True,PASS,d498036c6ce7fadfc617f89e8f8bcc782f1e0e6142db708c2f24042f7a4329df,d498036c6ce7fadfc617f89e8f8bcc782f1e0e6142db708c2f24042f7a4329df,doc_prefill,warm_read,supervised_64k.bin,8591115052,,,1783.37,8591115052,65537,b9871,b9871,,WORKS,,,,,,,,,,203.8,8d9be5e420023b89f8abcab4bb29c1e8ecc98ca8a5c033babb983323837b9f3d,d498036c6ce7fadfc617f89e8f8bcc782f1e0e6142db708c2f24042f7a4329df,results/raw/20260705T170951_A2_64k.log,default; ambient=n/a,2197.4
